nro,tproc,as,ccon,finicio,fdesp,fvenc1,fvenc2,fres,tres,mat,justiciables,reccap,iep
8580,USUCAPION,S,1,03/07/2014,07/06/2018,21/08/2018,17/10/2018,06/07/2018,NA,NA,3,0,jdocco0400con
5987,ORDINARIO,S,1,22/10/2009,18/04/2017,16/06/2017,30/08/2017,30/07/2018,NA,NA,5,0,jdocco0300con
15985,EJECUTIVO,S,0,03/08/2017,27/06/2018,25/07/2018,08/08/2018,06/07/2018,10,NA,2,21e3,jdopaz0000con
117FA,ALIMENTOS,s,0,15/11/2017,11/06/2018,24/07/2018,22/08/2018,23/07/2018,7,F,4,0,jdofam0000frl
32562,EJECUTIVO,S,0,10/03/2017,25/07/2018,08/08/2018,23/08/2018,25/07/2018,8,NA,2,771,jdopaz0200pna
22683,DIVORCIO,S,0,09/03/2018,30/07/2018,25/09/2018,23/11/2018,30/07/2018,7,NA,2,0,jdofam0200pna
13457,EJECUTIVO,S,0,23/06/2017,29/06/2018,27/07/2018,NA,27/07/2018,10,NA,2,3e3,jdopaz0000uru
10286,DIVORCIO,S,0,13/11/2017,16/05/2018,26/07/2018,NA,05/07/2018,7,FALSE,2,0,jdofam0001col
5183/18,APREMIO,S,1,31/05/2018,26/07/2018,09/08/2018,24/09/2018,26/07/2018,10,NA,3,0,jdopaz0000col
28961,EJECUTIVO,S,0,13/11/2015,23/07/2018,06/08/2018,21/08/2018,23/07/2018,10,NA,2,878,jdopaz0200pna
4850,GUARDA JUDICIAL,S,0,16/05/2018,06/07/2018,03/08/2018,NA,06/07/2018,7,F,2,0,jdofam0000vil
16721,ORDINARIO (CIVIL),S,1,30/12/2015,16/04/2018,14/06/2018,14/08/2018,06/07/2018,NA,NA,7,0,jdocco0100pna
36415,MONITORIO EJECUTIVO,S,0,29/06/2018,27/07/2018,10/08/2018,27/08/2018,27/07/2018,8,NA,2,2053,jdopaz0100pna
19535 4,MEDIDA CAUTELAR PROTECCION DE PERSONA,S,0,02/11/2016,15/06/2018,02/07/2018,30/07/2018,30/07/2018,NA,NA,3,0,jdofam0400pna
36657,MONITORIO EJECUTIVO,S,0,29/06/2018,06/07/2018,03/08/2018,17/08/2018,06/07/2018,8,NA,2,1219.7,jdopaz0200pna
21312,DIVORCIO,S,0,23/11/2017,03/04/2018,16/05/2018,29/06/2018,04/04/2018,NA,NA,2,0,jdofam0400pna
33199,EJECUTIVO,S,0,30/06/2017,05/07/2018,02/08/2018,16/08/2018,05/07/2018,10,NA,2,828,jdopaz0200pna
2637,MONITORIO APREMIO,S,1,07/06/2018,23/07/2018,06/08/2018,NA,26/07/2018,8,NA,1,0,jdopaz0000nog
36235,MONITORIO EJECUTIVO,S,0,14/06/2018,02/07/2018,30/07/2018,13/08/2018,02/07/2018,8,NA,2,16338.51,jdopaz0100pna
15823,HOMOLOGACION DE CONVENIO (CIVIL),S,0,23/07/2018,24/07/2018,07/08/2018,22/08/2018,25/07/2018,7,NA,2,0,jdofam0001gch
36671,MONITORIO EJECUTIVO,S,0,29/06/2018,31/07/2018,14/08/2018,29/08/2018,31/07/2018,8,NA,2,2224,jdopaz0200pna
11474,APREMIO,S,0,02/11/2015,27/06/2018,25/07/2018,NA,25/07/2018,10,NA,2,681,jdopaz0000uru
12872-1,INCIDENTE AUMENTO CUOTA ALIMENTARIA,S,0,12/03/2018,14/05/2018,30/05/2018,13/06/2018,06/07/2018,7,NA,2,0,jdofam0001gch
11441,HOMOLOGACION DE CONVENIO (CIVIL),S,0,26/12/2017,14/06/2018,29/06/2018,27/07/2018,29/06/2018,7,F,2,0,jdofam0000vic
36702,MONITORIO EJECUTIVO,S,0,29/06/2018,31/07/2018,14/08/2018,29/08/2018,31/07/2018,8,NA,2,999,jdopaz0200pna
36149,MONITORIO EJECUTIVO,S,0,05/06/2018,02/07/2018,30/07/2018,13/08/2018,02/07/2018,8,NA,2,11784.26,jdopaz0100pna
35836,COBRO DE PESOS,S,0,13/04/2018,24/07/2018,07/08/2018,22/08/2018,24/07/2018,NA,NA,2,10019.72,jdopaz0100pna
9631,MEDIDA CAUTELAR ALIMENTOS PROVISORIOS,S,0,06/06/2018,18/06/2018,26/06/2018,03/07/2018,05/07/2018,7,NA,2,0,jdofam0000dia
22490,EJECUTIVO,S,0,21/11/2017,02/07/2018,30/07/2018,13/08/2018,23/07/2018,10,NA,2,76065,jdocco0502con
22016,HOMOLOGACION DE CONVENIO (CIVIL),S,0,27/04/2018,24/07/2018,07/08/2018,22/08/2018,24/07/2018,NA,NA,1,0,jdofam0400pna
9455,USUCAPION,S,1,27/07/2015,23/04/2018,22/06/2018,06/07/2018,03/08/2018,10,NA,3,0,jdocco0100gay
14301,HOMOLOGACION DE CONVENIO (CIVIL),S,0,16/03/2017,25/06/2018,10/07/2018,03/08/2018,31/07/2018,7,NA,2,0,jdofam0001gch
36689,MONITORIO EJECUTIVO,S,0,29/06/2018,31/07/2018,14/08/2018,29/08/2018,31/07/2018,8,NA,2,1316.6,jdopaz0200pna
36236,MONITORIO EJECUTIVO,s,0,14/06/2018,02/07/2018,30/07/2018,13/08/2018,02/07/2018,8,NA,2,11002.05,jdopaz0100pna
L Nº 0428,HOMOLOGACION DE CONVENIO,S,0,17/04/2018,30/05/2018,13/06/2018,28/06/2018,19/06/2018,10,L,4,0,jdocco0100lpa
23300,ORDINARIO FILIACION,S,1,31/07/2018,15/08/2018,30/08/2018,13/09/2018,15/08/2018,7,NA,2,0,jdofam0200pna
22318,EJECUCION DE HONORARIOS,S,1,29/11/2017,13/08/2018,28/08/2018,11/09/2018,13/08/2018,7,NA,3,0,jdofam0200pna
31120,EJECUTIVO,S,0,27/12/2016,25/07/2018,08/08/2018,23/08/2018,25/07/2018,10,NA,2,2950.4,jdopaz0200pna
36447,MONITORIO EJECUTIVO,S,0,04/07/2018,23/07/2018,06/08/2018,21/08/2018,23/07/2018,8,NA,2,10500,jdopaz0100pna
15898,EJECUTIVO,S,0,24/07/2017,29/06/2018,27/07/2018,10/08/2018,27/07/2018,10,NA,2,6100.49,jdopaz0000con
2643,MONITORIO APREMIO,S,1,21/06/2018,27/07/2018,10/08/2018,NA,30/07/2018,8,NA,1,0,jdopaz0000nog
8456,DIVORCIO,S,1,25/02/2016,25/07/2018,07/08/2018,NA,30/07/2018,7,FALSE,2,0,jdofam0002col
36676,MONITORIO EJECUTIVO,S,0,29/06/2018,31/07/2018,14/08/2018,29/08/2018,31/07/2018,8,NA,2,999,jdopaz0200pna
2334,HOMOLOGACION DE CONVENIO (CIVIL),s,0,19/03/2018,06/07/2018,03/08/2018,NA,03/08/2018,NA,NA,2,0,jdofam0000tal
36663,MONITORIO EJECUTIVO,S,0,29/06/2018,25/07/2018,08/08/2018,23/08/2018,25/07/2018,8,NA,2,1316.6,jdopaz0200pna
5202/18,APREMIO,S,1,11/06/2018,23/07/2018,06/08/2018,21/08/2018,23/07/2018,10,NA,2,0,jdopaz0000col
15186,DIVORCIO,S,0,11/12/2017,07/05/2018,04/07/2018,12/09/2018,26/07/2018,7,NA,2,0,jdofam0002gch
21576,EJECUTIVO,S,0,15/05/2017,02/07/2018,30/07/2018,13/08/2018,23/07/2018,10,NA,2,48534,jdocco0502con
5333,ADOPCION SIMPLE,S,1,21/04/2016,26/07/2018,07/09/2018,21/09/2018,27/07/2018,7,NA,2,0,jdofam0000gay
20038,DIVORCIO,S,0,09/08/2016,18/05/2018,18/06/2018,23/07/2018,23/07/2018,NA,NA,2,0,jdofam0100pna
6385,BENEFICIO DE LITIGAR SIN GASTOS,s,1,31/07/2014,05/07/2018,16/08/2018,17/09/2018,06/07/2018,10,c,1,0,jdocco0100uru
36515,MONITORIO EJECUTIVO,S,0,27/07/2018,07/08/2018,22/08/2018,05/09/2018,07/08/2018,8,NA,2,11e3,jdopaz0100pna
14559,REGIMEN DE COMUNICACION,S,0,26/05/2017,12/06/2018,27/06/2018,24/07/2018,06/07/2018,7,NA,2,0,jdofam0001gch
33717,EJECUTIVO,S,1,18/10/2017,06/07/2018,03/08/2018,17/08/2018,01/08/2018,9,NA,2,3397,jdopaz0200pna
36720,MONITORIO EJECUTIVO,S,0,29/06/2018,31/07/2018,14/08/2018,29/08/2018,31/07/2018,8,NA,2,3397,jdopaz0200pna
16800 4,ALIMENTOS,S,0,09/10/2014,06/07/2018,03/08/2018,07/08/2018,26/07/2018,NA,NA,2,0,jdofam0400pna
6372-1,INCIDENTE AUMENTO CUOTA ALIMENTARIA,s,0,17/05/2018,31/07/2018,14/08/2018,29/08/2018,31/07/2018,7,NA,2,0,jdofam0001gch
23778,MONITORIO APREMIO,S,0,19/06/2018,02/07/2018,30/07/2018,13/08/2018,30/07/2018,8,NA,2,102261.1,jdocco0502con
13277,APREMIO,S,0,05/04/2017,27/06/2018,25/07/2018,NA,24/07/2018,8,NA,2,1316.6,jdopaz0000uru
5856,MONITORIO APREMIO,S,0,07/06/2018,24/07/2018,08/08/2018,NA,08/08/2018,8,NA,2,0,jdopaz0000gay
20.076,INTERNACION JUDICIAL,S,0,03/04/2018,24/06/2018,27/06/2018,30/06/2018,24/07/2018,7,FALSE,1,0,jdofam0201con
36436,MONITORIO EJECUTIVO,S,0,29/06/2018,27/07/2018,10/08/2018,27/08/2018,27/07/2018,8,NA,2,3397,jdopaz0100pna
36340,MONITORIO EJECUTIVO,S,0,26/06/2018,06/07/2018,03/08/2018,17/08/2018,06/07/2018,8,NA,2,1412,jdopaz0100pna
13958,ALIMENTOS,S,0,26/10/2016,20/04/2018,08/05/2018,22/05/2018,02/07/2018,7,NA,4,0,jdofam0001gch
7485E,MONITORIO EJECUTIVO,S,1,24/07/2018,26/07/2018,09/08/2018,24/08/2018,30/07/2018,8,NA,2,165e3,jdocco0301uru
51158,MONITORIO EJECUTIVO,S,0,14/06/2018,26/07/2018,09/08/2018,23/08/2018,26/07/2018,8,NA,2,123868.2,jdocco1001pna
885/17,MONITORIO EJECUTIVO,S,0,29/11/2017,03/07/2018,31/07/2018,NA,24/07/2018,8,C,2,0,jdopaz0000vil
14135,APREMIO,S,0,01/02/2018,21/06/2018,05/07/2018,NA,05/07/2018,10,NA,3,18393.65,jdopaz0000uru
4065,MONITORIO EJECUTIVO,S,1,21/03/2018,03/07/2018,31/07/2018,14/08/2018,30/07/2018,8,C,2,0,jdopaz0000vic
1806,DECLARACION DE INCAPACIDAD,S,0,12/03/2004,31/05/2018,25/06/2018,30/07/2018,25/07/2018,7,F,3,0,jdofam0101con
18133,MONITORIO EJECUTIVO,S,0,23/04/2018,03/07/2018,31/07/2018,14/08/2018,01/08/2018,8,NA,3,21635,jdopaz0000con
863/17,MONITORIO EJECUTIVO,S,0,29/11/2017,03/07/2018,31/07/2018,NA,25/07/2018,8,C,2,0,jdopaz0000vil
23830,MONITORIO EJECUTIVO,S,0,26/06/2018,02/07/2018,30/07/2018,13/08/2018,26/07/2018,8,NA,2,24124.01,jdocco0502con
3095/F,ORDINARIO FILIACION,s,1,07/12/2017,19/06/2018,29/08/2018,25/10/2018,23/07/2018,7,F,2,0,jdocco0000ssa
51319,MONITORIO APREMIO,S,0,28/06/2018,25/07/2018,08/08/2018,22/08/2018,25/07/2018,8,NA,2,36726,jdocco1002pna
5831,MONITORIO APREMIO,S,0,07/06/2018,23/07/2018,07/08/2018,NA,07/08/2018,8,NA,2,14978.97,jdopaz0000gay
17958,MONITORIO EJECUTIVO,S,0,03/04/2018,21/06/2018,05/07/2018,02/08/2018,30/07/2018,8,NA,2,3397,jdopaz0000con
36371,MONITORIO EJECUTIVO,S,0,28/06/2018,30/07/2018,13/08/2018,28/08/2018,30/07/2018,8,NA,2,1e4,jdopaz0100pna
36226,MONITORIO EJECUTIVO,s,0,29/05/2018,02/07/2018,30/07/2018,13/08/2018,02/07/2018,8,NA,2,17787.44,jdopaz0100pna
10747,DIVORCIO,S,0,18/05/2018,29/06/2018,10/09/2018,NA,25/07/2018,7,FALSE,3,0,jdofam0001col
36434,MONITORIO EJECUTIVO,S,0,29/06/2018,27/07/2018,10/08/2018,27/08/2018,27/07/2018,8,NA,2,1607.3,jdopaz0100pna
36424,MONITORIO EJECUTIVO,S,0,29/06/2018,27/07/2018,10/08/2018,27/08/2018,27/07/2018,8,NA,2,1872.4,jdopaz0100pna
15990,MONITORIO EJECUTIVO,S,0,27/06/2018,02/07/2018,06/08/2018,28/08/2018,26/07/2018,10,C,2,44692.37,jdocco0000fed
2474,MONITORIO EJECUTIVO,S,1,04/05/2018,06/07/2018,03/08/2018,17/08/2018,30/07/2018,8,C,2,19923.36,jdopaz0000fed
36682,MONITORIO EJECUTIVO,S,0,29/06/2018,31/07/2018,14/08/2018,29/08/2018,31/07/2018,8,NA,2,2737,jdopaz0200pna
21957,APREMIO,S,0,16/08/2017,02/07/2018,30/07/2018,13/08/2018,02/07/2018,10,NA,2,63616.68,jdocco0501con
306FA,GUARDA,s,0,05/04/2018,15/06/2018,30/07/2018,28/08/2018,28/06/2018,7,NA,4,0,jdofam0000frl
22413,EJECUTIVO,S,0,03/11/2017,05/07/2018,02/08/2018,16/08/2018,30/07/2018,10,NA,4,183e4,jdocco0501con
L Nº 0338,COBRO DE PESOS,S,1,25/02/2016,08/03/2018,24/04/2018,07/06/2018,15/06/2018,10,L,3,0,jdocco0100lpa
17804,MONITORIO EJECUTIVO,S,0,02/03/2018,21/06/2018,05/07/2018,02/08/2018,05/07/2018,8,NA,2,13686.84,jdopaz0000con
21293,HOMOLOGACION DE CONVENIO (CIVIL),S,0,28/04/2017,30/07/2018,13/08/2018,28/08/2018,30/07/2018,NA,NA,2,0,jdofam0100pna
23131,HOMOLOGACION DE CONVENIO (CIVIL),S,0,26/04/2018,15/06/2018,02/07/2018,30/07/2018,06/07/2018,NA,NA,2,0,jdofam0100pna
5184,MONITORIO,S,1,22/06/2018,22/06/2018,06/07/2018,03/08/2018,06/07/2018,8,C,2,0,jdocco0200vil
12515,ORDINARIO FILIACION E INDEMNIZACION DE DAÑOS,S,0,27/04/2015,02/07/2018,10/09/2018,05/11/2018,06/07/2018,7,NA,3,0,jdofam0001gch
13406/C/S1 Fº 46,HOMOLOGACION DE CONVENIO (CIVIL),S,1,30/11/2017,08/06/2018,25/06/2018,06/07/2018,27/07/2018,7,FALSE,1,0,jdofam0100uru
36400,MONITORIO EJECUTIVO,S,0,29/06/2018,25/07/2018,08/08/2018,23/08/2018,25/07/2018,8,NA,2,2053,jdopaz0100pna
11451,APREMIO,S,0,02/11/2015,27/06/2018,25/07/2018,NA,25/07/2018,8,NA,2,681,jdopaz0000uru
36498,MONITORIO APREMIO,S,0,24/07/2018,07/08/2018,22/08/2018,05/09/2018,07/08/2018,8,NA,2,19204.5,jdopaz0100pna
23882,ACCION DE AMPARO,S,0,02/07/2018,05/07/2018,08/07/2018,NA,05/07/2018,10,NA,2,0,jdocco0502con
16918,HOMOLOGACION DE CONVENIO (CIVIL),S,0,20/11/2013,03/08/2018,17/08/2018,03/09/2018,03/08/2018,7,NA,3,0,jdofam0200pna
15841,EJECUTIVO,S,0,30/06/2017,22/06/2018,06/07/2018,03/08/2018,03/07/2018,10,NA,2,2501.7,jdopaz0000con
1457,MONITORIO EJECUTIVO,S,0,07/06/2017,03/07/2018,03/08/2018,NA,23/07/2018,7,NA,2,0,jdopaz0000fel
2644,MONITORIO APREMIO,S,1,21/06/2018,27/07/2018,10/08/2018,NA,30/07/2018,8,NA,1,0,jdopaz0000nog
15674,MONITORIO EJECUTIVO,S,0,02/06/2017,21/06/2018,05/07/2018,02/08/2018,04/07/2018,8,NA,2,16e3,jdopaz0000con
7472,DIVORCIO,S,1,27/07/2018,27/07/2018,25/09/2018,10/10/2018,27/07/2018,7,NA,1,0,jdofam0000gay
35017,MONITORIO APREMIO,S,0,28/12/2017,02/07/2018,30/07/2018,13/08/2018,02/07/2018,8,NA,2,12054.27,jdopaz0200pna
8919,ALIMENTOS Y LITIS EXPENSAS,S,0,03/05/2017,18/06/2018,26/06/2018,03/07/2018,04/07/2018,7,NA,3,0,jdofam0000dia
12074,APREMIO,S,0,19/05/2016,15/06/2018,02/07/2018,NA,02/07/2018,3,NA,2,2309.4,jdopaz0000uru
7462E,MONITORIO EJECUTIVO,S,1,22/06/2018,02/07/2018,30/07/2018,13/08/2018,30/07/2018,8,NA,2,15e4,jdocco0301uru
17808,MONITORIO APREMIO,S,0,02/03/2018,21/06/2018,05/07/2018,02/08/2018,05/07/2018,8,NA,2,7747.13,jdopaz0000con
3400,HOMOLOGACION DE CONVENIO (CIVIL),S,0,21/09/2017,06/07/2018,03/08/2018,17/08/2018,23/07/2018,1,NA,1,0,jdofam0000lpa
13767,MONITORIO EJECUTIVO,S,1,15/02/2018,19/06/2018,04/07/2018,01/08/2018,31/07/2018,8,C,2,0,jdocco0000vic
3937,ALIMENTOS Y LITIS EXPENSAS,S,1,15/11/2017,26/06/2018,24/07/2018,NA,05/07/2018,NA,NA,5,0,jdofam0000nog
22315,MEDIDA CAUTELAR ALIMENTOS PROVISORIOS,S,0,12/06/2018,02/07/2018,30/07/2018,13/08/2018,02/07/2018,7,FALSE,2,0,jdofam0300pna
13008-2,INCIDENTE LIQUIDACION DE BIENES,S,0,22/03/2017,29/11/2017,18/12/2017,02/02/2018,06/07/2018,7,NA,2,0,jdofam0001gch
2201,HOMOLOGACION DE CONVENIO (CIVIL),s,0,22/12/2017,19/06/2018,04/07/2018,NA,04/07/2018,NA,NA,1,0,jdofam0000tal
35980,MONITORIO EJECUTIVO,S,0,21/03/2018,04/07/2018,01/08/2018,15/08/2018,04/07/2018,8,NA,2,16035.48,jdopaz0200pna
22516,EJECUTIVO,S,0,21/11/2017,02/07/2018,30/07/2018,13/08/2018,23/07/2018,10,NA,2,33304,jdocco0502con
2530,PREPARACION DE LA VIA EJECUTIVA,S,1,05/04/2018,03/07/2018,31/07/2018,NA,23/07/2018,8,NA,1,0,jdopaz0000nog
51390,MONITORIO EJECUTIVO,S,0,02/07/2018,06/07/2018,03/08/2018,17/08/2018,06/07/2018,6,NA,2,0,jdocco1001pna
36407,MONITORIO EJECUTIVO,S,0,29/06/2018,26/07/2018,09/08/2018,24/08/2018,26/07/2018,8,NA,2,1219.7,jdopaz0100pna
51456,MONITORIO EJECUTIVO,S,0,06/07/2018,31/07/2018,14/08/2018,29/08/2018,31/07/2018,8,NA,2,0,jdocco1001pna
36628,MONITORIO EJECUTIVO,S,0,26/06/2018,24/07/2018,07/08/2018,22/08/2018,24/07/2018,8,NA,2,1129.7,jdopaz0200pna
36438,MONITORIO EJECUTIVO,S,0,29/06/2018,27/07/2018,10/08/2018,27/08/2018,27/07/2018,8,NA,2,771,jdopaz0100pna
4651,VIOLENCIA FAMILIAR,s,0,18/07/2018,24/07/2018,27/07/2018,NA,24/07/2018,NA,NA,2,0,jdofam0000nog
18343,MEDIDA CAUTELAR AUTOSATISFACTIVA,S,0,12/12/2016,11/06/2018,26/06/2018,24/07/2018,24/07/2018,7,FALSE,2,0,jdofam0300pna
4592,VIOLENCIA FAMILIAR,S,1,10/06/2018,03/07/2018,06/07/2018,NA,03/07/2018,NA,NA,2,0,jdofam0000nog
15050,APREMIO,S,0,17/02/2017,26/06/2018,24/07/2018,07/08/2018,05/07/2018,10,NA,2,7720.32,jdopaz0000con
17814,MONITORIO EJECUTIVO,S,0,05/03/2018,21/06/2018,05/07/2018,02/08/2018,05/07/2018,8,NA,2,13e3,jdopaz0000con
3830/C/S.1.,DECLARACION DE INCAPACIDAD DESIGNACION DE CURADOR,S,1,28/02/2006,11/06/2018,27/06/2018,25/07/2018,06/07/2018,0,FALSE,2,0,jdofam0002uru
7578,ORDINARIO (CIVIL),S,1,30/10/2015,06/04/2018,06/06/2018,16/08/2018,30/07/2018,NA,NA,8,0,jdocco0600con
36375,MONITORIO EJECUTIVO,S,0,29/06/2018,27/07/2018,10/08/2018,27/08/2018,27/07/2018,8,NA,2,6171,jdopaz0100pna
269,ORDINARIO FILIACION,S,1,19/02/2015,06/07/2018,17/09/2018,NA,25/07/2018,NA,NA,2,0,jdofam0000tal
4635,VIOLENCIA DE GENERO,S,1,30/06/2018,06/07/2018,25/07/2018,NA,06/07/2018,NA,NA,2,0,jdofam0000nog
33100,EJECUTIVO,S,0,27/06/2017,05/07/2018,02/08/2018,16/08/2018,05/07/2018,10,NA,2,771,jdopaz0200pna
19854,ORDINARIO ACCIDENTES DE TRANSITO,S,1,06/02/2018,23/07/2018,06/08/2018,21/08/2018,26/07/2018,2,NA,4,0,jdocco0700pna
36486,MONITORIO EJECUTIVO,S,0,23/07/2018,03/08/2018,17/08/2018,03/09/2018,03/08/2018,8,NA,2,5700,jdopaz0100pna
7253,USUCAPION,S,1,22/09/2015,04/05/2018,26/06/2018,11/07/2018,30/07/2018,10,C,3,0,jdocco0200gay
22185,HOMOLOGACION DE CONVENIO (CIVIL),S,0,05/06/2018,23/07/2018,06/08/2018,21/08/2018,23/07/2018,NA,NA,2,0,jdofam0400pna
12748-1,INCIDENTE MODIFICACION REGIMEN DE VISITAS,S,0,26/08/2016,09/02/2018,13/04/2018,12/06/2018,06/07/2018,7,NA,2,0,jdofam0001gch
15677,HOMOLOGACION DE CONVENIO (CIVIL),S,0,24/05/2018,07/06/2018,22/06/2018,06/07/2018,25/07/2018,7,NA,2,0,jdofam0001gch
20.199,HOMOLOGACION DE CONVENIO (CIVIL),S,1,17/05/2018,27/07/2018,10/08/2018,24/08/2018,27/07/2018,7,FALSE,4,0,jdofam0201con
36399,MONITORIO EJECUTIVO,S,0,29/06/2018,23/07/2018,06/08/2018,21/08/2018,23/07/2018,8,NA,2,3142.7,jdopaz0100pna
33187,EJECUTIVO,S,0,30/06/2017,03/07/2018,31/07/2018,14/08/2018,03/07/2018,10,NA,2,1219,jdopaz0200pna
36346,MONITORIO EJECUTIVO,S,0,26/06/2018,25/07/2018,08/08/2018,23/08/2018,25/07/2018,8,NA,2,3397,jdopaz0100pna
15358,DIVORCIO,S,0,01/03/2018,02/05/2018,29/06/2018,07/09/2018,31/07/2018,7,NA,2,0,jdofam0002gch
34552,MONITORIO APREMIO,S,0,13/12/2017,26/07/2018,09/08/2018,24/08/2018,26/07/2018,8,NA,2,3864,jdopaz0200pna
13767/C/S1 Fº103,AUTORIZACION JUDICIAL,S,1,03/05/2018,15/06/2018,02/07/2018,30/07/2018,24/07/2018,7,FALSE,1,0,jdofam0100uru
21174,INCIDENTE,S,0,26/10/2017,08/06/2018,25/06/2018,23/07/2018,13/06/2018,0,NA,2,0,jdofam0400pna
50881,MONITORIO EJECUTIVO,S,0,23/05/2018,31/07/2018,14/08/2018,29/08/2018,31/07/2018,8,NA,2,47755.45,jdocco1002pna
36425,MONITORIO EJECUTIVO,S,0,29/06/2018,27/07/2018,10/08/2018,27/08/2018,27/07/2018,8,NA,2,1412,jdopaz0100pna
F-130,INTERNACION JUDICIAL,S,0,20/01/2012,12/07/2018,19/07/2018,26/07/2018,12/07/2018,7,FALSE,1,0,jdofam0201con
36403,MONITORIO EJECUTIVO,S,0,29/06/2018,26/07/2018,09/08/2018,24/08/2018,26/07/2018,8,NA,2,999,jdopaz0100pna
13313,DECLARACION JUDICIAL DE SITUACION DE ADOPTABILIDAD,S,0,28/03/2014,09/05/2018,07/06/2018,05/07/2018,03/07/2018,7,FALSE,1,0,jdofam0300pna
5498,APREMIO,S,0,17/10/2017,04/07/2018,02/08/2018,NA,02/08/2018,10,NA,2,3397,jdopaz0000gay
49282,MONITORIO APREMIO,S,0,29/12/2017,31/07/2018,14/08/2018,29/08/2018,31/07/2018,8,NA,2,250017.92,jdocco1002pna
23303,EJECUCION DE HONORARIOS,S,0,07/03/2018,05/07/2018,02/08/2018,16/08/2018,02/08/2018,10,NA,2,15e3,jdocco0501con
5192,MONITORIO,S,1,29/06/2018,29/06/2018,27/07/2018,10/08/2018,27/07/2018,8,C,1,0,jdocco0200vil
36717,MONITORIO EJECUTIVO,S,0,29/06/2018,31/07/2018,14/08/2018,29/08/2018,31/07/2018,8,NA,2,828,jdopaz0200pna
13900,EJECUTIVO,S,0,06/12/2017,29/06/2018,27/07/2018,NA,27/07/2018,10,NA,2,18780,jdopaz0000uru
13766,MONITORIO EJECUTIVO,S,1,15/02/2018,19/06/2018,04/07/2018,01/08/2018,31/07/2018,8,C,2,0,jdocco0000vic
633/18,VIOLENCIA DE GENERO,S,0,19/07/2018,19/07/2018,21/07/2018,21/07/2018,19/07/2018,7,FALSE,2,0,jdofam0201con
18543,ACCION DE AMPARO,S,1,25/06/2018,29/06/2018,02/07/2018,NA,02/07/2018,10,NA,2,0,jdocco0200pna
408FA,DIVORCIO,s,0,05/06/2018,15/06/2018,28/08/2018,26/10/2018,28/06/2018,7,NA,2,0,jdofam0000frl
15583,EJECUTIVO,S,0,19/05/2017,22/06/2018,06/07/2018,03/08/2018,03/07/2018,10,NA,2,999,jdopaz0000con
3697,RESTRICCIONES A LA CAPACIDAD,S,0,02/10/2017,02/07/2018,06/08/2018,NA,04/07/2018,NA,NA,2,0,jdofam0000nog
51326,MONITORIO EJECUTIVO,S,1,28/06/2018,04/07/2018,01/08/2018,15/08/2018,04/07/2018,8,NA,3,29050,jdocco1001pna
15403,DIVORCIO,S,1,14/03/2018,17/05/2018,25/07/2018,20/09/2018,06/07/2018,7,NA,1,0,jdofam0002gch
14793,USUCAPION,S,1,03/11/2016,02/07/2018,30/07/2018,13/08/2018,05/07/2018,10,C,5,0,jdocco0000fed
13771,MONITORIO EJECUTIVO,S,1,15/02/2018,19/06/2018,04/07/2018,01/08/2018,31/07/2018,8,C,2,0,jdocco0000vic
51389,MONITORIO EJECUTIVO,S,0,02/07/2018,25/07/2018,08/08/2018,22/08/2018,25/07/2018,6,NA,2,25e3,jdocco1001pna
14548,MONITORIO EJECUTIVO,S,0,12/06/2018,02/07/2018,30/07/2018,NA,30/07/2018,8,NA,2,22783.19,jdopaz0000uru
17906,MONITORIO EJECUTIVO,S,0,27/03/2018,21/06/2018,05/07/2018,02/08/2018,27/07/2018,8,NA,2,14808,jdopaz0000con
11713,MEDIDA DE PROTECCION EXCEPCIONAL,S,0,17/04/2018,08/06/2018,13/06/2018,NA,08/06/2018,7,F,6,0,jdofam0000vic
19299,RESTRICCIONES A LA CAPACIDAD,S,1,13/09/2017,11/06/2018,04/07/2018,08/08/2018,06/07/2018,7,F,2,0,jdofam0101con
22329,SUPLENCIA DE PARTIDA,S,0,15/06/2018,01/08/2018,15/08/2018,31/08/2018,01/08/2018,7,FALSE,1,0,jdofam0300pna
36587,MONITORIO EJECUTIVO,S,0,22/06/2018,03/07/2018,31/07/2018,14/08/2018,03/07/2018,8,NA,2,3397,jdopaz0200pna
8284,RESTRICCIONES A LA CAPACIDAD,S,0,02/08/2010,21/05/2018,12/06/2018,05/07/2018,05/07/2018,7,F,1,0,jdofam0101con
9427,INCIDENTE CESE CUOTA ALIMENTARIA,S,0,14/02/2018,07/06/2018,22/06/2018,06/07/2018,06/07/2018,7,NA,2,0,jdofam0000dia
3959,HOMOLOGACION DE CONVENIO (CIVIL),S,0,22/05/2018,06/07/2018,03/08/2018,17/08/2018,23/07/2018,1,NA,2,0,jdofam0000lpa
36253,MONITORIO APREMIO,s,0,19/06/2018,03/07/2018,31/07/2018,14/08/2018,03/07/2018,8,NA,2,7703.09,jdopaz0100pna
12125,BENEFICIO DE LITIGAR SIN GASTOS,S,0,14/06/2017,27/06/2018,25/07/2018,08/08/2018,31/07/2018,0,C,5,0,jdocco0100con
19338,DIVORCIO,S,0,25/09/2015,31/07/2018,26/09/2018,26/11/2018,31/07/2018,7,NA,2,0,jdofam0200pna
36617,MONITORIO EJECUTIVO,S,0,26/06/2018,06/07/2018,03/08/2018,17/08/2018,06/07/2018,8,NA,2,1316.6,jdopaz0200pna
